"Plot","Year","DOY","count","pft","sum_cover","sum_cover_zeroes","trt","n","p","k","nfac","pfac","kfac","plotfac","yearfac","block","annual_precip"
42,2022,260,3,"c3_perennial_woody",NA,0,"NK",1,0,1,"1","0","1","42","2022","block3",76237.0840000014
42,2023,239,3,"c3_perennial_woody",NA,0,"NK",1,0,1,"1","0","1","42","2023","block3",43013.630000001
3,2018,265,3,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","3","2018","block1",60346.3360000028
3,2019,279,6,"c4_annual_forb",5,5,"NK",1,0,1,"1","0","1","3","2019","block1",217946.731999938
3,2020,263,4,"c4_annual_forb",10,10,"NK",1,0,1,"1","0","1","3","2020","block1",0
3,2021,254,4,"c4_annual_forb",48,48,"NK",1,0,1,"1","0","1","3","2021","block1",46838.6160000005
3,2022,260,6,"c4_annual_forb",16,16,"NK",1,0,1,"1","0","1","3","2022","block1",76237.0840000014
3,2023,239,5,"c4_annual_forb",3,3,"NK",1,0,1,"1","0","1","3","2023","block1",43013.630000001
4,2018,265,2,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","4","2018","block1",60346.3360000028
4,2019,279,3,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","4","2019","block1",217946.731999938
4,2020,263,3,"c4_annual_forb",80,80,"K",0,0,1,"0","0","1","4","2020","block1",0
4,2021,254,4,"c4_annual_forb",45,45,"K",0,0,1,"0","0","1","4","2021","block1",46838.6160000005
4,2022,260,5,"c4_annual_forb",9,9,"K",0,0,1,"0","0","1","4","2022","block1",76237.0840000014
4,2023,239,4,"c4_annual_forb",1,1,"K",0,0,1,"0","0","1","4","2023","block1",43013.630000001
5,2018,265,2,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2018","block1",60346.3360000028
5,2019,279,5,"c4_annual_forb",1.5,1.5,"NPK",1,1,1,"1","1","1","5","2019","block1",217946.731999938
5,2020,263,4,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2020","block1",0
5,2021,254,3,"c4_annual_forb",23,23,"NPK",1,1,1,"1","1","1","5","2021","block1",46838.6160000005
5,2022,260,4,"c4_annual_forb",15,15,"NPK",1,1,1,"1","1","1","5","2022","block1",76237.0840000014
5,2023,239,4,"c4_annual_forb",3,3,"NPK",1,1,1,"1","1","1","5","2023","block1",43013.630000001
8,2018,265,2,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","8","2018","block1",60346.3360000028
8,2019,279,3,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","8","2019","block1",217946.731999938
8,2020,263,3,"c4_annual_forb",60,60,"Control",0,0,0,"0","0","0","8","2020","block1",0
8,2021,254,4,"c4_annual_forb",40,40,"Control",0,0,0,"0","0","0","8","2021","block1",46838.6160000005
8,2022,260,8,"c4_annual_forb",23,23,"Control",0,0,0,"0","0","0","8","2022","block1",76237.0840000014
8,2023,239,5,"c4_annual_forb",10,10,"Control",0,0,0,"0","0","0","8","2023","block1",43013.630000001
9,2018,265,2,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","9","2018","block1",60346.3360000028
9,2019,279,6,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","9","2019","block1",217946.731999938
9,2020,263,3,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","9","2020","block1",0
9,2021,254,3,"c4_annual_forb",28,28,"N",1,0,0,"1","0","0","9","2021","block1",46838.6160000005
9,2022,260,7,"c4_annual_forb",8,8,"N",1,0,0,"1","0","0","9","2022","block1",76237.0840000014
9,2023,239,4,"c4_annual_forb",4,4,"N",1,0,0,"1","0","0","9","2023","block1",43013.630000001
11,2018,265,3,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","11","2018","block1",60346.3360000028
11,2019,279,6,"c4_annual_forb",4.5,4.5,"NP",1,1,0,"1","1","0","11","2019","block1",217946.731999938
11,2020,263,3,"c4_annual_forb",40,40,"NP",1,1,0,"1","1","0","11","2020","block1",0
11,2021,254,3,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","11","2021","block1",46838.6160000005
11,2022,260,2,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","11","2022","block1",76237.0840000014
11,2023,239,2,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","11","2023","block1",43013.630000001
13,2018,265,2,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","13","2018","block1",60346.3360000028
13,2019,279,5,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","13","2019","block1",217946.731999938
13,2020,263,3,"c4_annual_forb",50,50,"PK",0,1,1,"0","1","1","13","2020","block1",0
13,2021,254,4,"c4_annual_forb",88,88,"PK",0,1,1,"0","1","1","13","2021","block1",46838.6160000005
13,2022,260,4,"c4_annual_forb",6,6,"PK",0,1,1,"0","1","1","13","2022","block1",76237.0840000014
13,2023,239,4,"c4_annual_forb",3,3,"PK",0,1,1,"0","1","1","13","2023","block1",43013.630000001
14,2018,265,3,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","14","2018","block1",60346.3360000028
14,2019,279,4,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","14","2019","block1",217946.731999938
14,2020,263,1,"c4_annual_forb",50,50,"P",0,1,0,"0","1","0","14","2020","block1",0
14,2021,254,3,"c4_annual_forb",70,70,"P",0,1,0,"0","1","0","14","2021","block1",46838.6160000005
14,2022,260,5,"c4_annual_forb",9,9,"P",0,1,0,"0","1","0","14","2022","block1",76237.0840000014
14,2023,239,4,"c4_annual_forb",1,1,"P",0,1,0,"0","1","0","14","2023","block1",43013.630000001
16,2018,265,1,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","16","2018","block2",60346.3360000028
16,2019,279,5,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","16","2019","block2",217946.731999938
16,2020,263,2,"c4_annual_forb",50,50,"NP",1,1,0,"1","1","0","16","2020","block2",0
16,2021,254,3,"c4_annual_forb",90,90,"NP",1,1,0,"1","1","0","16","2021","block2",46838.6160000005
16,2022,260,4,"c4_annual_forb",16,16,"NP",1,1,0,"1","1","0","16","2022","block2",76237.0840000014
16,2023,239,4,"c4_annual_forb",5,5,"NP",1,1,0,"1","1","0","16","2023","block2",43013.630000001
17,2018,265,3,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","17","2018","block2",60346.3360000028
17,2019,279,5,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","17","2019","block2",217946.731999938
17,2020,263,4,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","17","2020","block2",0
17,2021,254,6,"c4_annual_forb",32,32,"NK",1,0,1,"1","0","1","17","2021","block2",46838.6160000005
17,2022,260,6,"c4_annual_forb",22,22,"NK",1,0,1,"1","0","1","17","2022","block2",76237.0840000014
17,2023,239,3,"c4_annual_forb",17,17,"NK",1,0,1,"1","0","1","17","2023","block2",43013.630000001
18,2018,265,1,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","18","2018","block2",60346.3360000028
18,2019,279,3,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","18","2019","block2",217946.731999938
18,2020,263,2,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","18","2020","block2",0
18,2021,254,3,"c4_annual_forb",88,88,"N",1,0,0,"1","0","0","18","2021","block2",46838.6160000005
18,2022,260,6,"c4_annual_forb",27,27,"N",1,0,0,"1","0","0","18","2022","block2",76237.0840000014
18,2023,239,2,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","18","2023","block2",43013.630000001
20,2018,265,2,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","20","2018","block2",60346.3360000028
20,2019,279,3,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","20","2019","block2",217946.731999938
20,2020,263,1,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","20","2020","block2",0
20,2021,254,3,"c4_annual_forb",88,88,"K",0,0,1,"0","0","1","20","2021","block2",46838.6160000005
20,2022,260,2,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","20","2022","block2",76237.0840000014
20,2023,239,4,"c4_annual_forb",2,2,"K",0,0,1,"0","0","1","20","2023","block2",43013.630000001
21,2018,265,2,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","21","2018","block2",60346.3360000028
21,2019,279,5,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","21","2019","block2",217946.731999938
21,2020,263,2,"c4_annual_forb",30,30,"PK",0,1,1,"0","1","1","21","2020","block2",0
21,2021,254,5,"c4_annual_forb",10,10,"PK",0,1,1,"0","1","1","21","2021","block2",46838.6160000005
21,2022,260,5,"c4_annual_forb",4,4,"PK",0,1,1,"0","1","1","21","2022","block2",76237.0840000014
21,2023,239,8,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","21","2023","block2",43013.630000001
23,2018,265,2,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","23","2018","block2",60346.3360000028
23,2019,279,4,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","23","2019","block2",217946.731999938
23,2020,263,5,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","23","2020","block2",0
23,2021,254,6,"c4_annual_forb",20,20,"P",0,1,0,"0","1","0","23","2021","block2",46838.6160000005
23,2022,260,4,"c4_annual_forb",3,3,"P",0,1,0,"0","1","0","23","2022","block2",76237.0840000014
23,2023,239,4,"c4_annual_forb",1,1,"P",0,1,0,"0","1","0","23","2023","block2",43013.630000001
27,2018,265,3,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","27","2018","block2",60346.3360000028
27,2019,279,4,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","27","2019","block2",217946.731999938
27,2020,263,1,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","27","2020","block2",0
27,2021,254,4,"c4_annual_forb",20,20,"NPK",1,1,1,"1","1","1","27","2021","block2",46838.6160000005
27,2022,260,4,"c4_annual_forb",50,50,"NPK",1,1,1,"1","1","1","27","2022","block2",76237.0840000014
27,2023,239,7,"c4_annual_forb",4,4,"NPK",1,1,1,"1","1","1","27","2023","block2",43013.630000001
28,2018,265,2,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","28","2018","block2",60346.3360000028
28,2019,279,6,"c4_annual_forb",3.5,3.5,"Control",0,0,0,"0","0","0","28","2019","block2",217946.731999938
28,2020,263,2,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","28","2020","block2",0
28,2021,254,2,"c4_annual_forb",30,30,"Control",0,0,0,"0","0","0","28","2021","block2",46838.6160000005
28,2022,260,2,"c4_annual_forb",12,12,"Control",0,0,0,"0","0","0","28","2022","block2",76237.0840000014
28,2023,239,3,"c4_annual_forb",1,1,"Control",0,0,0,"0","0","0","28","2023","block2",43013.630000001
29,2018,265,2,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","29","2018","block3",60346.3360000028
29,2019,279,4,"c4_annual_forb",NA,0,"NPK",1,1,1,"1","1","1","29","2019","block3",217946.731999938
29,2020,263,3,"c4_annual_forb",20,20,"NPK",1,1,1,"1","1","1","29","2020","block3",0
29,2021,254,2,"c4_annual_forb",10,10,"NPK",1,1,1,"1","1","1","29","2021","block3",46838.6160000005
29,2022,260,3,"c4_annual_forb",24,24,"NPK",1,1,1,"1","1","1","29","2022","block3",76237.0840000014
29,2023,239,2,"c4_annual_forb",6,6,"NPK",1,1,1,"1","1","1","29","2023","block3",43013.630000001
30,2018,265,3,"c4_annual_forb",NA,0,"P",0,1,0,"0","1","0","30","2018","block3",60346.3360000028
30,2019,279,6,"c4_annual_forb",27.5,27.5,"P",0,1,0,"0","1","0","30","2019","block3",217946.731999938
30,2020,263,3,"c4_annual_forb",8,8,"P",0,1,0,"0","1","0","30","2020","block3",0
30,2021,254,5,"c4_annual_forb",45,45,"P",0,1,0,"0","1","0","30","2021","block3",46838.6160000005
30,2022,260,4,"c4_annual_forb",55,55,"P",0,1,0,"0","1","0","30","2022","block3",76237.0840000014
30,2023,239,3,"c4_annual_forb",4,4,"P",0,1,0,"0","1","0","30","2023","block3",43013.630000001
32,2018,265,1,"c4_annual_forb",NA,0,"N",1,0,0,"1","0","0","32","2018","block3",60346.3360000028
32,2019,279,4,"c4_annual_forb",3,3,"N",1,0,0,"1","0","0","32","2019","block3",217946.731999938
32,2020,263,2,"c4_annual_forb",25,25,"N",1,0,0,"1","0","0","32","2020","block3",0
32,2021,254,3,"c4_annual_forb",45,45,"N",1,0,0,"1","0","0","32","2021","block3",46838.6160000005
32,2022,260,4,"c4_annual_forb",25,25,"N",1,0,0,"1","0","0","32","2022","block3",76237.0840000014
32,2023,239,3,"c4_annual_forb",1,1,"N",1,0,0,"1","0","0","32","2023","block3",43013.630000001
33,2018,265,4,"c4_annual_forb",18,18,"NP",1,1,0,"1","1","0","33","2018","block3",60346.3360000028
33,2019,279,4,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","33","2019","block3",217946.731999938
33,2020,263,3,"c4_annual_forb",18,18,"NP",1,1,0,"1","1","0","33","2020","block3",0
33,2021,254,2,"c4_annual_forb",93,93,"NP",1,1,0,"1","1","0","33","2021","block3",46838.6160000005
33,2022,260,4,"c4_annual_forb",2,2,"NP",1,1,0,"1","1","0","33","2022","block3",76237.0840000014
33,2023,239,1,"c4_annual_forb",NA,0,"NP",1,1,0,"1","1","0","33","2023","block3",43013.630000001
36,2018,265,2,"c4_annual_forb",NA,0,"K",0,0,1,"0","0","1","36","2018","block3",60346.3360000028
36,2019,279,2,"c4_annual_forb",2,2,"K",0,0,1,"0","0","1","36","2019","block3",217946.731999938
36,2020,263,3,"c4_annual_forb",12,12,"K",0,0,1,"0","0","1","36","2020","block3",0
36,2021,254,4,"c4_annual_forb",25,25,"K",0,0,1,"0","0","1","36","2021","block3",46838.6160000005
36,2022,260,5,"c4_annual_forb",51,51,"K",0,0,1,"0","0","1","36","2022","block3",76237.0840000014
36,2023,239,4,"c4_annual_forb",10,10,"K",0,0,1,"0","0","1","36","2023","block3",43013.630000001
37,2018,265,2,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","37","2018","block3",60346.3360000028
37,2019,279,6,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","37","2019","block3",217946.731999938
37,2020,263,2,"c4_annual_forb",NA,0,"Control",0,0,0,"0","0","0","37","2020","block3",0
37,2021,254,4,"c4_annual_forb",33,33,"Control",0,0,0,"0","0","0","37","2021","block3",46838.6160000005
37,2022,260,4,"c4_annual_forb",25,25,"Control",0,0,0,"0","0","0","37","2022","block3",76237.0840000014
37,2023,239,4,"c4_annual_forb",7,7,"Control",0,0,0,"0","0","0","37","2023","block3",43013.630000001
39,2018,265,2,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","39","2018","block3",60346.3360000028
39,2019,279,3,"c4_annual_forb",NA,0,"PK",0,1,1,"0","1","1","39","2019","block3",217946.731999938
39,2020,263,3,"c4_annual_forb",25,25,"PK",0,1,1,"0","1","1","39","2020","block3",0
39,2021,254,3,"c4_annual_forb",43,43,"PK",0,1,1,"0","1","1","39","2021","block3",46838.6160000005
39,2022,260,4,"c4_annual_forb",70,70,"PK",0,1,1,"0","1","1","39","2022","block3",76237.0840000014
39,2023,239,3,"c4_annual_forb",3,3,"PK",0,1,1,"0","1","1","39","2023","block3",43013.630000001
42,2018,265,2,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","42","2018","block3",60346.3360000028
42,2019,279,3,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","42","2019","block3",217946.731999938
42,2020,263,3,"c4_annual_forb",10,10,"NK",1,0,1,"1","0","1","42","2020","block3",0
42,2021,254,2,"c4_annual_forb",97,97,"NK",1,0,1,"1","0","1","42","2021","block3",46838.6160000005
42,2022,260,3,"c4_annual_forb",NA,0,"NK",1,0,1,"1","0","1","42","2022","block3",76237.0840000014
42,2023,239,3,"c4_annual_forb",1,1,"NK",1,0,1,"1","0","1","42","2023","block3",43013.630000001
3,2018,265,3,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2018","block1",60346.3360000028
3,2019,279,6,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2019","block1",217946.731999938
3,2020,263,4,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2020","block1",0
3,2021,254,4,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2021","block1",46838.6160000005
3,2022,260,6,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2022","block1",76237.0840000014
3,2023,239,5,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","3","2023","block1",43013.630000001
4,2018,265,2,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2018","block1",60346.3360000028
4,2019,279,3,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2019","block1",217946.731999938
4,2020,263,3,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2020","block1",0
4,2021,254,4,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2021","block1",46838.6160000005
4,2022,260,5,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2022","block1",76237.0840000014
4,2023,239,4,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","4","2023","block1",43013.630000001
5,2018,265,2,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2018","block1",60346.3360000028
5,2019,279,5,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2019","block1",217946.731999938
5,2020,263,4,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2020","block1",0
5,2021,254,3,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2021","block1",46838.6160000005
5,2022,260,4,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2022","block1",76237.0840000014
5,2023,239,4,"c4_perennial_forb",NA,0,"NPK",1,1,1,"1","1","1","5","2023","block1",43013.630000001
8,2018,265,2,"c4_perennial_forb",NA,0,"Control",0,0,0,"0","0","0","8","2018","block1",60346.3360000028
8,2019,279,3,"c4_perennial_forb",NA,0,"Control",0,0,0,"0","0","0","8","2019","block1",217946.731999938
8,2020,263,3,"c4_perennial_forb",NA,0,"Control",0,0,0,"0","0","0","8","2020","block1",0
8,2021,254,4,"c4_perennial_forb",NA,0,"Control",0,0,0,"0","0","0","8","2021","block1",46838.6160000005
8,2022,260,8,"c4_perennial_forb",5,5,"Control",0,0,0,"0","0","0","8","2022","block1",76237.0840000014
8,2023,239,5,"c4_perennial_forb",NA,0,"Control",0,0,0,"0","0","0","8","2023","block1",43013.630000001
9,2018,265,2,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2018","block1",60346.3360000028
9,2019,279,6,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2019","block1",217946.731999938
9,2020,263,3,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2020","block1",0
9,2021,254,3,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2021","block1",46838.6160000005
9,2022,260,7,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2022","block1",76237.0840000014
9,2023,239,4,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","9","2023","block1",43013.630000001
11,2018,265,3,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2018","block1",60346.3360000028
11,2019,279,6,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2019","block1",217946.731999938
11,2020,263,3,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2020","block1",0
11,2021,254,3,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2021","block1",46838.6160000005
11,2022,260,2,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2022","block1",76237.0840000014
11,2023,239,2,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","11","2023","block1",43013.630000001
13,2018,265,2,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2018","block1",60346.3360000028
13,2019,279,5,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2019","block1",217946.731999938
13,2020,263,3,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2020","block1",0
13,2021,254,4,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2021","block1",46838.6160000005
13,2022,260,4,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2022","block1",76237.0840000014
13,2023,239,4,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","13","2023","block1",43013.630000001
14,2018,265,3,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2018","block1",60346.3360000028
14,2019,279,4,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2019","block1",217946.731999938
14,2020,263,1,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2020","block1",0
14,2021,254,3,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2021","block1",46838.6160000005
14,2022,260,5,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2022","block1",76237.0840000014
14,2023,239,4,"c4_perennial_forb",NA,0,"P",0,1,0,"0","1","0","14","2023","block1",43013.630000001
16,2018,265,1,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","16","2018","block2",60346.3360000028
16,2019,279,5,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","16","2019","block2",217946.731999938
16,2020,263,2,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","16","2020","block2",0
16,2021,254,3,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","16","2021","block2",46838.6160000005
16,2022,260,4,"c4_perennial_forb",1,1,"NP",1,1,0,"1","1","0","16","2022","block2",76237.0840000014
16,2023,239,4,"c4_perennial_forb",NA,0,"NP",1,1,0,"1","1","0","16","2023","block2",43013.630000001
17,2018,265,3,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","17","2018","block2",60346.3360000028
17,2019,279,5,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","17","2019","block2",217946.731999938
17,2020,263,4,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","17","2020","block2",0
17,2021,254,6,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","17","2021","block2",46838.6160000005
17,2022,260,6,"c4_perennial_forb",1,1,"NK",1,0,1,"1","0","1","17","2022","block2",76237.0840000014
17,2023,239,3,"c4_perennial_forb",NA,0,"NK",1,0,1,"1","0","1","17","2023","block2",43013.630000001
18,2018,265,1,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2018","block2",60346.3360000028
18,2019,279,3,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2019","block2",217946.731999938
18,2020,263,2,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2020","block2",0
18,2021,254,3,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2021","block2",46838.6160000005
18,2022,260,6,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2022","block2",76237.0840000014
18,2023,239,2,"c4_perennial_forb",NA,0,"N",1,0,0,"1","0","0","18","2023","block2",43013.630000001
20,2018,265,2,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2018","block2",60346.3360000028
20,2019,279,3,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2019","block2",217946.731999938
20,2020,263,1,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2020","block2",0
20,2021,254,3,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2021","block2",46838.6160000005
20,2022,260,2,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2022","block2",76237.0840000014
20,2023,239,4,"c4_perennial_forb",NA,0,"K",0,0,1,"0","0","1","20","2023","block2",43013.630000001
21,2018,265,2,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","21","2018","block2",60346.3360000028
21,2019,279,5,"c4_perennial_forb",NA,0,"PK",0,1,1,"0","1","1","21","2019","block2",217946.731999938
